CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
R226,23 ST,17:00:00,2092954987.64,1732787659.4,3203.6057142857144,1972.1714285714286,5175.777142857143
R227,23 ST,17:00:00,961208795.3085715,908773002.4342858,2929.5714285714284,269.3542857142857,3198.925714285714
R226A,23 ST,17:00:00,36600830.31428572,21386814.05142857,646.5085714285714,752.7885714285715,1399.297142857143
R227A,23 ST,17:00:00,15787782.148571428,9150529.988571428,2042.2628571428572,968.0857142857143,3010.3485714285716
N076,23 ST,17:08:44,27952105.0,14966732.0,196.0,26.0,222.0
N076,23 ST,17:16:39,27952301.0,14966758.0,15.0,0.0,15.0
N076,23 ST,17:17:58,27952316.0,14966758.0,2260.0,903.0,3163.0
N076,23 ST,19:00:00,32096089.4,17192696.666666668,2681.9,924.5,3606.4
N508,23 ST,19:00:00,3082830288.866667,3241552743.866667,2302.866666666667,1482.5666666666666,3785.4333333333334
N509,23 ST,19:00:00,23548217.933333334,16780415.466666665,3016.0666666666666,828.2333333333333,3844.3
A030,23 ST,19:00:00,129918033.76666667,20115686.066666666,3710.233333333333,470.93333333333334,4181.166666666667
N077,23 ST,19:00:00,13937363.966666667,26524152.1,1256.8333333333333,1055.1333333333334,2311.9666666666667
N075,23 ST,19:00:00,161705130.4,455925160.73333335,1042.5333333333333,144.53333333333333,1187.0666666666666
A031,23 ST,19:00:00,20510405.4,16718997.633333333,2410.9333333333334,510.6333333333333,2921.5666666666666
R131,23 ST,20:00:00,21121954.066666666,8339523.4,1494.5333333333333,243.26666666666668,1737.8
N509,23 ST,20:00:00,24280541.617142856,17246129.382857144,1688.5257142857142,440.74285714285713,2129.2685714285712
N077,23 ST,20:00:00,14176315.674285714,26625221.725714285,805.5714285714286,580.9371428571428,1386.5085714285715
R132,23 ST,20:00:00,20997640.866666667,41382692.43333333,447.7,520.5666666666667,968.2666666666667
R226,23 ST,20:00:00,2063075456.4482758,1732340779.862069,1253.6896551724137,380.8965517241379,1634.5862068965516
R227,23 ST,20:00:00,960899992.4137931,908705144.4137931,1256.7241379310344,60.6551724137931,1317.3793103448277
A031,23 ST,20:00:00,20939098.828571428,17037037.622857142,1382.3085714285714,272.90285714285716,1655.2114285714285
N076,23 ST,20:00:00,32774956.725714285,17563569.754285716,1735.9257142857143,495.13142857142856,2231.057142857143
N508,23 ST,20:00:00,3083221406.32,3242218604.0114284,1265.16,670.8057142857143,1935.9657142857143
R226A,23 ST,20:00:00,36541495.5862069,21299226.55172414,202.6551724137931,149.89655172413794,352.55172413793105
A030,23 ST,20:00:00,130674448.52,20443206.457142856,2169.3714285714286,251.49142857142857,2420.862857142857
R227A,23 ST,20:00:00,15625467.344827587,9044976.896551725,593.2068965517242,202.41379310344828,795.6206896551724
N075,23 ST,20:00:00,156347472.85142857,583564089.2857143,553.6571428571428,82.22285714285714,635.88
R227A,23 ST,21:00:00,15825181.64,9171707.82857143,389.46285714285716,131.84,521.3028571428572
R227,23 ST,21:00:00,961211724.88,908773271.7885715,675.8914285714286,47.41142857142857,723.3028571428572
R131,23 ST,21:00:00,19964254.148571428,7957939.137142858,-30485.262857142858,-10598.845714285715,-41084.10857142857
R132,23 ST,21:00:00,21216836.477011494,41800130.827586204,296.1034482758621,388.9712643678161,685.0747126436781
